PDCT_05_Clean,PHHTTINC_Clean,PHTYPE,PMINOR,PHGEDUC,PEMPL,Province_Name,PSTIR_GR_Clean,prob_housing_stress,Predicted_Housing_Stress,True_Housing_Stress
1.0,120000.0,1,1,5,1,British Columbia,1.0,0.0012035445609778028,0,0.0
1.0,250000.0,3,2,7,1,Ontario,1.0,1.1397615963391301e-07,0,0.0
2.0,38000.0,5,2,1,2,Alberta,1.0,0.40536502457885215,1,0.0
1.0,410000.0,2,2,7,1,Quebec,1.0,2.0783400736025435e-13,0,0.0
2.0,170000.0,3,2,5,1,Quebec,1.0,7.30130320665644e-06,0,0.0
2.0,52500.0,5,2,4,1,Ontario,1.0,0.16749305642396992,0,0.0
2.0,,3,1,2,9,Alberta,1.0,0.11654943918558673,0,0.0
2.0,50000.0,5,2,99,9,Alberta,1.0,0.3776532654168477,1,0.0
2.0,77500.0,5,2,4,2,Ontario,2.0,0.03390452390704845,0,0.0
2.0,43000.0,5,2,1,2,New Brunswick,1.0,0.12883388655513442,0,0.0
1.0,195000.0,2,2,4,1,Ontario,1.0,5.335273619630809e-06,0,0.0
1.0,95000.0,1,2,4,1,Newfoundland and Labrador,1.0,0.002771899220035346,0,0.0
2.0,60000.0,3,2,4,1,Ontario,1.0,0.10415593974550408,0,0.0
2.0,39000.0,2,2,4,2,Ontario,3.0,0.3391610085352837,1,1.0
1.0,290000.0,1,1,6,1,Ontario,1.0,6.568793205151782e-09,0,0.0
1.0,115000.0,3,2,7,1,Ontario,1.0,0.0015382724032412653,0,0.0
1.0,420000.0,4,1,6,1,Quebec,1.0,1.0320252045210212e-13,0,0.0
2.0,,3,9,2,9,Nova Scotia,3.0,0.07008598676751339,0,1.0
1.0,370000.0,1,9,2,9,Newfoundland and Labrador,1.0,1.2709520110787894e-11,0,0.0
1.0,130000.0,2,2,4,1,Nova Scotia,2.0,0.0003382790873604049,0,0.0
1.0,23000.0,5,2,1,1,Quebec,2.0,0.12528565171195333,0,1.0
2.0,27000.0,5,2,2,2,Newfoundland and Labrador,2.0,0.3579301914984026,1,1.0
2.0,26000.0,5,2,5,2,Alberta,1.0,0.6195737746934953,1,0.0
1.0,42000.0,2,2,4,2,Ontario,1.0,0.20652511169038687,0,0.0
1.0,87500.0,2,2,2,2,Quebec,1.0,0.0015069730007428218,0,0.0
2.0,100000.0,2,2,2,1,New Brunswick,1.0,0.0025575277762593988,0,0.0
2.0,28000.0,5,2,1,2,Quebec,1.0,0.14030262330308005,0,0.0
1.0,90000.0,2,2,4,1,British Columbia,1.0,0.010002439965404702,0,0.0
2.0,21000.0,5,2,3,2,Alberta,1.0,0.6957877381473795,1,0.0
1.0,77500.0,2,2,7,2,New Brunswick,1.0,0.008150612343329408,0,0.0
2.0,24000.0,5,2,1,2,New Brunswick,1.0,0.3606319858172706,1,0.0
1.0,43000.0,5,2,4,1,Quebec,2.0,0.03444347538960648,0,0.0
1.0,49000.0,5,2,3,2,Saskatchewan,1.0,0.10248273603428074,0,0.0
2.0,22000.0,5,2,4,2,Newfoundland and Labrador,2.0,0.4453772174973656,1,1.0
1.0,85000.0,2,2,6,2,Quebec,1.0,0.0018428670393720941,0,0.0
1.0,320000.0,2,2,7,1,Alberta,1.0,9.965729685709894e-10,0,0.0
1.0,220000.0,1,2,3,1,Saskatchewan,1.0,6.327247387332402e-07,0,0.0
1.0,115000.0,4,2,4,1,Nova Scotia,1.0,0.000992297754984272,0,0.0
2.0,40000.0,2,2,1,2,Ontario,1.0,0.3193952819871424,1,0.0
2.0,,99,9,5,9,Newfoundland and Labrador,1.0,0.1235806064738546,0,0.0
1.0,62500.0,3,2,7,1,British Columbia,2.0,0.06734123362419492,0,1.0
1.0,230000.0,99,9,5,1,Saskatchewan,1.0,8.970746330418965e-07,0,0.0
2.0,102500.0,4,2,1,2,Quebec,1.0,0.0008479728102574241,0,0.0
2.0,26000.0,3,2,2,1,Manitoba,2.0,0.4129586776529619,1,1.0
2.0,18500.0,2,2,7,1,British Columbia,3.0,0.716967426269008,1,1.0
1.0,185000.0,1,1,7,1,Ontario,1.0,1.0793263709941159e-05,0,0.0
1.0,120000.0,3,1,7,1,British Columbia,1.0,0.0012434454743087274,0,0.0
2.0,67500.0,2,2,4,1,British Columbia,2.0,0.072966205534117,0,1.0
1.0,155000.0,1,1,6,1,Ontario,1.0,8.878401686246137e-05,0,0.0
2.0,70000.0,3,2,2,1,Manitoba,1.0,0.030713319085227744,0,0.0
2.0,34000.0,5,2,1,2,Quebec,1.0,0.09660565431412384,0,0.0
1.0,110000.0,5,2,7,1,Prince Edward Island,1.0,0.0004691502179862233,0,0.0
1.0,185000.0,5,2,7,1,Ontario,1.0,1.1334925220908641e-05,0,0.0
2.0,26000.0,5,2,5,2,Saskatchewan,2.0,0.48272610110549147,1,1.0
2.0,13500.0,5,2,1,2,Quebec,2.0,0.3119219009573797,1,1.0
1.0,200000.0,99,9,7,1,British Columbia,1.0,1.2433427114099562e-05,0,0.0
2.0,,5,2,7,2,British Columbia,2.0,0.10664200948166964,0,1.0
2.0,65000.0,2,2,3,1,Alberta,1.0,0.08964840919461832,0,0.0
2.0,92500.0,99,9,7,1,Quebec,1.0,0.004804955060336738,0,0.0
2.0,26000.0,5,2,2,2,British Columbia,2.0,0.6021451480816059,1,1.0
1.0,62500.0,5,2,2,1,Newfoundland and Labrador,1.0,0.02742752546418761,0,0.0
1.0,75000.0,2,2,4,2,New Brunswick,1.0,0.009523770873984441,0,0.0
2.0,55000.0,4,1,6,1,Ontario,3.0,0.14356625894168318,0,1.0
1.0,85000.0,1,2,7,1,Nova Scotia,1.0,0.008068856100174892,0,0.0
2.0,27000.0,5,2,1,2,Quebec,1.0,0.1490182925732184,0,0.0
2.0,,5,2,1,2,Prince Edward Island,1.0,0.020377956261810885,0,0.0
1.0,165000.0,2,2,6,1,Nova Scotia,1.0,2.9104283586499066e-05,0,0.0
2.0,60000.0,1,1,3,1,British Columbia,1.0,0.11517245833185792,0,1.0
2.0,25000.0,5,2,1,2,Saskatchewan,2.0,0.49398055870464086,1,1.0
1.0,72500.0,1,1,6,1,Ontario,1.0,0.028846468398798362,0,1.0
1.0,92500.0,5,2,2,2,Newfoundland and Labrador,1.0,0.0034466566278196008,0,0.0
2.0,115000.0,2,2,5,2,Ontario,1.0,0.0024348594335571678,0,0.0
2.0,47000.0,5,2,4,1,Alberta,1.0,0.2663091487655865,0,0.0
1.0,57500.0,5,2,4,1,New Brunswick,1.0,0.03239918007577865,0,0.0
1.0,350000.0,2,2,4,1,British Columbia,1.0,1.1186339612738001e-10,0,0.0
2.0,25000.0,5,2,6,2,British Columbia,2.0,0.6248724584052172,1,1.0
2.0,16000.0,5,2,2,2,Ontario,3.0,0.7252582894319647,1,1.0
2.0,70000.0,5,2,7,1,Ontario,1.0,0.056388956350904136,0,0.0
2.0,27000.0,5,2,1,2,Ontario,1.0,0.5471876744136126,1,0.0
1.0,97500.0,2,2,4,1,Saskatchewan,1.0,0.003590393976056523,0,0.0
2.0,87500.0,1,1,3,1,Newfoundland and Labrador,1.0,0.007356056996763427,0,0.0
2.0,27000.0,5,2,4,2,Quebec,2.0,0.15145149937954974,0,0.0
2.0,30000.0,5,2,4,2,Quebec,1.0,0.12623862200571642,0,0.0
1.0,57500.0,5,2,4,1,Quebec,2.0,0.012679423471901636,0,0.0
1.0,240000.0,1,2,6,1,Ontario,1.0,2.2458612332813225e-07,0,0.0
1.0,150000.0,99,9,7,1,Nova Scotia,1.0,0.00023624850518812288,0,0.0
2.0,125000.0,3,2,6,1,Ontario,1.0,0.0012064234554703276,0,0.0
1.0,180000.0,1,1,6,1,Saskatchewan,1.0,1.070325169015479e-05,0,0.0
2.0,50000.0,5,2,4,1,Quebec,1.0,0.033601929093872634,0,0.0
2.0,80000.0,1,1,7,1,British Columbia,2.0,0.031593733854671756,0,1.0
2.0,85000.0,5,2,6,1,Newfoundland and Labrador,1.0,0.009371390419305682,0,0.0
1.0,105000.0,1,1,4,1,Newfoundland and Labrador,1.0,0.0013597570241207502,0,0.0
1.0,340000.0,2,2,7,1,British Columbia,1.0,2.3065200509199682e-10,0,0.0
2.0,20000.0,5,2,1,2,Quebec,1.0,0.2228522935069105,0,0.0
1.0,67500.0,5,2,3,1,British Columbia,2.0,0.04806158886760399,0,0.0
2.0,33000.0,2,2,99,1,British Columbia,2.0,0.6206571607147784,1,1.0
2.0,,99,9,4,2,Quebec,2.0,0.03829383883775309,0,1.0
2.0,100000.0,99,9,4,1,Ontario,1.0,0.018906832280951035,0,0.0
1.0,150000.0,1,1,4,1,Saskatchewan,1.0,8.748610501213539e-05,0,0.0
1.0,,99,9,99,1,New Brunswick,1.0,0.10486119147314359,0,0.0
1.0,51000.0,3,1,6,1,Manitoba,2.0,0.07146320511458691,0,1.0
1.0,200000.0,2,2,6,1,New Brunswick,1.0,1.435418961874069e-06,0,0.0
1.0,37000.0,5,2,4,2,Ontario,2.0,0.27611980133421093,0,1.0
1.0,190000.0,1,1,5,1,Manitoba,1.0,4.183833423160992e-06,0,0.0
2.0,85000.0,2,2,6,1,Quebec,1.0,0.002894020540994673,0,0.0
1.0,67500.0,2,2,6,2,British Columbia,1.0,0.048261096264060624,0,0.0
2.0,17000.0,5,2,4,1,British Columbia,3.0,0.740009378843794,1,1.0
2.0,60000.0,5,2,4,1,British Columbia,1.0,0.12093115046986223,0,0.0
1.0,115000.0,5,2,7,1,Quebec,1.0,0.00022770248643973036,0,0.0
2.0,28000.0,5,2,1,2,Ontario,2.0,0.5296792944828744,1,1.0
2.0,22000.0,5,2,1,2,British Columbia,2.0,0.6659417411131842,1,1.0
1.0,44000.0,5,2,4,2,Alberta,1.0,0.22193315902301133,0,0.0
2.0,27000.0,5,2,1,2,Saskatchewan,1.0,0.45884499367748255,1,0.0
1.0,38000.0,5,2,2,1,Quebec,1.0,0.04770650048075741,0,0.0
1.0,575000.0,2,2,6,1,Nova Scotia,1.0,8.285341975976382e-18,0,0.0
1.0,280000.0,2,2,7,1,Nova Scotia,1.0,8.867972680686391e-09,0,0.0
1.0,97500.0,5,2,6,2,Prince Edward Island,1.0,0.0011411904304796,0,0.0
1.0,240000.0,2,2,5,1,Manitoba,1.0,1.2586022142151215e-07,0,0.0
1.0,330000.0,6,2,7,1,Ontario,1.0,4.186739276964201e-10,0,0.0
2.0,34000.0,5,2,5,2,Ontario,3.0,0.4308281264283778,1,1.0
2.0,100000.0,5,2,6,1,Nova Scotia,1.0,0.004644746658616327,0,0.0
2.0,55000.0,99,9,6,1,Ontario,2.0,0.3173744749311222,1,1.0
1.0,250000.0,1,2,5,1,Manitoba,1.0,6.159777934655879e-08,0,0.0
1.0,97500.0,5,2,7,1,Quebec,1.0,0.00078093131386358,0,0.0
2.0,62500.0,1,1,5,2,Ontario,1.0,0.08822763390654897,0,0.0
1.0,80000.0,2,2,4,2,British Columbia,1.0,0.020330633715058794,0,0.0
2.0,27000.0,2,2,4,2,Ontario,2.0,0.5444947336509826,1,1.0
1.0,38000.0,2,2,2,2,Manitoba,1.0,0.1598175683301958,0,0.0
1.0,110000.0,3,2,4,1,New Brunswick,1.0,0.0008116433800140629,0,0.0
1.0,185000.0,5,2,2,1,Alberta,2.0,1.3445917455176806e-05,0,0.0
1.0,175000.0,1,1,6,1,Quebec,1.0,3.144053338652742e-06,0,0.0
2.0,26000.0,5,2,2,2,Nova Scotia,1.0,0.45915902278728105,1,0.0
2.0,62500.0,99,2,2,2,Saskatchewan,1.0,0.15157678150459017,0,0.0
2.0,57500.0,3,2,6,2,New Brunswick,1.0,0.051119329447088226,0,0.0
2.0,130000.0,4,1,2,1,Alberta,1.0,0.0010137068524737104,0,0.0
1.0,49000.0,2,2,2,2,Ontario,1.0,0.13564918235625184,0,0.0
1.0,34000.0,5,2,3,1,Prince Edward Island,3.0,0.0882827720168199,0,0.0
2.0,95000.0,2,2,6,2,Manitoba,1.0,0.005581837212699597,0,0.0
1.0,140000.0,5,2,6,1,Alberta,1.0,0.00032843764942845687,0,0.0
1.0,160000.0,2,2,4,1,Quebec,1.0,9.103895259619907e-06,0,0.0
1.0,180000.0,3,2,6,1,Newfoundland and Labrador,1.0,7.1983406454463755e-06,0,0.0
2.0,23000.0,5,2,1,2,New Brunswick,1.0,0.37703201782466905,1,0.0
2.0,57500.0,5,2,1,1,Ontario,1.0,0.1218693975558372,0,0.0
2.0,24000.0,5,2,2,2,Ontario,2.0,0.6003776542296325,1,1.0
2.0,30000.0,5,2,99,9,Quebec,1.0,0.22713356876783952,0,0.0
1.0,48000.0,5,2,3,2,Nova Scotia,1.0,0.10201562920651283,0,0.0
2.0,24000.0,5,2,1,2,Ontario,2.0,0.5988523866544868,1,1.0
1.0,125000.0,1,2,3,1,Alberta,1.0,0.000890413205294644,0,0.0
2.0,50000.0,5,2,4,2,Nova Scotia,1.0,0.1368155503831276,0,0.0
2.0,9750.0,5,2,2,2,Manitoba,3.0,0.6960049624351041,1,1.0
1.0,92500.0,4,2,4,1,Nova Scotia,1.0,0.0048245202313223915,0,0.0
2.0,25000.0,5,2,1,2,Nova Scotia,1.0,0.4751143912015125,1,0.0
1.0,72500.0,2,2,4,1,Quebec,1.0,0.004313018146606555,0,0.0
2.0,20500.0,3,1,3,2,Quebec,1.0,0.2140536627052605,0,1.0
2.0,18500.0,5,2,4,2,Newfoundland and Labrador,3.0,0.5068079678120664,1,1.0
2.0,30000.0,3,1,99,2,Newfoundland and Labrador,2.0,0.4480670929903336,1,1.0
2.0,36000.0,5,2,99,2,Manitoba,1.0,0.40013797505639676,1,0.0
2.0,19500.0,5,2,1,2,Quebec,1.0,0.22901301707494964,0,0.0
1.0,300000.0,1,1,7,1,Quebec,1.0,4.735375050826412e-10,0,0.0
2.0,25000.0,5,2,4,2,Nova Scotia,2.0,0.4798696390708616,1,1.0
2.0,46000.0,2,2,2,1,Ontario,2.0,0.23358866263514255,0,1.0
2.0,115000.0,1,1,99,9,Saskatchewan,1.0,0.0033848069758880524,0,0.0
1.0,260000.0,2,2,7,1,British Columbia,1.0,6.469797565593778e-08,0,0.0
2.0,14000.0,5,2,1,2,Quebec,1.0,0.3044114453960427,1,0.0
2.0,17500.0,5,2,3,1,British Columbia,3.0,0.7319297476478928,1,1.0
2.0,25000.0,5,2,2,2,Quebec,1.0,0.16867403153560903,0,0.0
1.0,105000.0,2,2,4,2,Quebec,1.0,0.0004452459111539288,0,0.0
2.0,125000.0,5,2,2,1,British Columbia,1.0,0.0013913816796698277,0,0.0
2.0,12500.0,5,2,3,1,Ontario,3.0,0.7700218624720964,1,1.0
2.0,29000.0,5,2,1,2,Saskatchewan,2.0,0.4241139392450377,1,1.0
2.0,46000.0,5,2,6,1,Manitoba,2.0,0.15244783974421192,0,0.0
2.0,9750.0,5,2,1,2,New Brunswick,1.0,0.6062061944696289,1,0.0
1.0,34000.0,2,2,1,2,Manitoba,1.0,0.20034963427820068,0,0.0
2.0,42000.0,2,2,1,2,New Brunswick,2.0,0.13345213497409752,0,0.0
1.0,85000.0,5,2,7,2,British Columbia,1.0,0.015091907441125532,0,0.0
2.0,72500.0,5,2,7,1,Quebec,1.0,0.007208789363626477,0,0.0
2.0,97500.0,4,2,2,1,Ontario,1.0,0.0081888927191659,0,0.0
2.0,12000.0,5,2,2,2,Alberta,3.0,0.8107790819340318,1,1.0
1.0,55000.0,5,2,7,1,Nova Scotia,1.0,0.06549585909262123,0,0.0
2.0,130000.0,4,1,6,1,Quebec,1.0,0.00012315974269583475,0,0.0
1.0,300000.0,2,2,4,1,Nova Scotia,1.0,2.1260008289499663e-09,0,0.0
2.0,40000.0,6,2,2,1,Alberta,1.0,0.37215992645501345,1,0.0
2.0,23000.0,5,2,99,1,Saskatchewan,3.0,0.6735398070381765,1,1.0
2.0,55000.0,1,1,3,2,Ontario,1.0,0.13946414699344117,0,0.0
2.0,28000.0,5,2,1,2,British Columbia,2.0,0.5663915409901313,1,1.0
1.0,77500.0,5,2,2,1,Alberta,1.0,0.02551422641546741,0,0.0
2.0,85000.0,5,2,6,1,Nova Scotia,1.0,0.013248877233393866,0,0.0
1.0,60000.0,5,2,6,1,Saskatchewan,1.0,0.05015776740658119,0,0.0
2.0,85000.0,3,1,4,1,Ontario,2.0,0.01940979571421918,0,0.0
1.0,200000.0,1,1,6,1,British Columbia,1.0,4.323236575247796e-06,0,0.0
1.0,41000.0,5,2,3,2,British Columbia,1.0,0.24904982283614013,0,0.0
1.0,31000.0,1,9,99,9,Alberta,2.0,0.5975253538478741,1,1.0
2.0,65000.0,5,2,4,1,Quebec,1.0,0.011939989657084574,0,0.0
1.0,50000.0,5,2,1,1,Newfoundland and Labrador,1.0,0.06332620294328904,0,0.0
2.0,82500.0,4,2,4,1,Ontario,1.0,0.02349505970367191,0,0.0
2.0,60000.0,3,1,3,1,Nova Scotia,1.0,0.06932184042022518,0,0.0
1.0,120000.0,1,2,6,2,New Brunswick,1.0,0.0004045881302274449,0,0.0
1.0,160000.0,1,2,6,1,Saskatchewan,1.0,4.420013099812979e-05,0,0.0
1.0,230000.0,4,2,4,1,New Brunswick,1.0,1.7464226667587945e-07,0,0.0
1.0,120000.0,2,2,1,2,Alberta,1.0,0.001281853917143194,0,0.0
2.0,17000.0,5,2,4,2,Ontario,2.0,0.7136025754392651,1,1.0
1.0,270000.0,1,2,7,1,Manitoba,1.0,1.524403966286469e-08,0,0.0
1.0,80000.0,1,1,2,1,Saskatchewan,1.0,0.011836662085043328,0,0.0
2.0,45000.0,2,2,1,2,Quebec,1.0,0.04563053152408786,0,0.0
2.0,31000.0,5,2,6,1,Alberta,3.0,0.5316057103555891,1,1.0
2.0,62500.0,5,2,5,1,Alberta,1.0,0.10917819087344909,0,0.0
2.0,28000.0,5,2,1,2,Ontario,1.0,0.5296792944828744,1,0.0
2.0,27000.0,5,2,3,2,Prince Edward Island,2.0,0.20443924851221582,0,1.0
1.0,52500.0,2,2,2,2,Saskatchewan,1.0,0.07923298990531108,0,0.0
1.0,31000.0,2,2,2,2,Nova Scotia,1.0,0.2662894891529665,0,0.0
2.0,92500.0,99,9,2,1,Saskatchewan,1.0,0.02214544605970732,0,0.0
2.0,11500.0,5,2,1,2,New Brunswick,2.0,0.5764196342822561,1,1.0
2.0,67500.0,3,1,2,1,Ontario,1.0,0.06285058668846165,0,1.0
2.0,120000.0,1,1,4,1,Ontario,1.0,0.001645068270166339,0,0.0
2.0,26000.0,5,2,1,2,British Columbia,1.0,0.6006221390334044,1,0.0
2.0,30000.0,5,2,3,2,British Columbia,1.0,0.5346781788906282,1,0.0
1.0,210000.0,1,2,7,1,Manitoba,1.0,1.044839871993835e-06,0,0.0
2.0,26000.0,5,2,2,2,Saskatchewan,2.0,0.47796855875071553,1,1.0
2.0,70000.0,3,1,3,1,Quebec,1.0,0.008134220829469123,0,0.0
2.0,47000.0,6,2,2,9,British Columbia,1.0,0.2791445102833764,0,0.0
2.0,24000.0,5,2,2,2,Nova Scotia,2.0,0.4942966699837317,1,1.0
2.0,27000.0,5,2,1,2,Quebec,1.0,0.1490182925732184,0,0.0
1.0,130000.0,1,1,6,1,Manitoba,1.0,0.0002885095431465956,0,0.0
2.0,11000.0,5,2,99,9,New Brunswick,2.0,0.7450618761916472,1,1.0
2.0,115000.0,5,2,4,1,British Columbia,1.0,0.0028465774619483328,0,0.0
2.0,57500.0,5,2,4,1,Ontario,1.0,0.12392386509337897,0,0.0
2.0,62500.0,1,1,6,1,Ontario,1.0,0.08751734511370797,0,1.0
1.0,85000.0,5,2,4,1,Nova Scotia,1.0,0.008237354450746038,0,0.0
2.0,65000.0,3,1,2,1,Quebec,1.0,0.011457635391451377,0,0.0
1.0,135000.0,2,2,6,2,Quebec,1.0,5.44895214922555e-05,0,0.0
2.0,26000.0,5,2,1,2,Nova Scotia,3.0,0.457581721183854,1,1.0
2.0,,5,2,99,9,Saskatchewan,2.0,0.1259669756632783,0,1.0
1.0,190000.0,1,1,2,1,British Columbia,1.0,8.52632986615301e-06,0,0.0
2.0,37000.0,5,2,2,2,Manitoba,2.0,0.2513146619158554,0,0.0
2.0,75000.0,2,2,4,1,British Columbia,1.0,0.04434391771855841,0,1.0
2.0,22000.0,5,2,3,2,Nova Scotia,1.0,0.5310732341563096,1,0.0
1.0,65000.0,5,2,6,1,Quebec,1.0,0.007609367795730721,0,0.0
2.0,,5,2,3,2,Saskatchewan,1.0,0.06577257015248107,0,0.0
2.0,30000.0,5,2,2,1,Alberta,1.0,0.542803923180754,1,0.0
2.0,30000.0,5,2,4,1,Quebec,1.0,0.1245698716906411,0,0.0
2.0,65000.0,2,2,6,2,Ontario,1.0,0.07683017813619267,0,0.0
2.0,22000.0,5,2,1,2,Nova Scotia,2.0,0.5279076689754427,1,1.0
2.0,11000.0,5,2,1,2,Nova Scotia,2.0,0.7082243835962612,1,1.0
2.0,45000.0,5,2,4,1,Ontario,1.0,0.2544399651760601,0,0.0
2.0,60000.0,2,2,4,2,Quebec,1.0,0.016654633723831195,0,0.0
1.0,67500.0,6,2,6,2,Ontario,1.0,0.04351936396636473,0,0.0
1.0,150000.0,4,2,5,1,Ontario,1.0,0.00013046309449692077,0,0.0
1.0,42000.0,3,2,4,1,Alberta,1.0,0.24072925120738667,0,0.0
1.0,160000.0,1,2,6,1,Ontario,1.0,6.299254339974866e-05,0,0.0
2.0,52500.0,2,2,2,1,Quebec,1.0,0.02717875643723295,0,0.0
1.0,24000.0,5,2,4,1,Nova Scotia,3.0,0.37920686762198935,1,1.0
1.0,140000.0,3,1,5,1,Saskatchewan,1.0,0.00018168228844611165,0,0.0
2.0,35000.0,5,2,2,2,Alberta,2.0,0.45873533236954284,1,0.0
1.0,70000.0,2,2,4,1,Newfoundland and Labrador,1.0,0.01607882205795797,0,0.0
2.0,18000.0,5,2,1,2,British Columbia,1.0,0.7254613098055863,1,0.0
1.0,110000.0,4,1,5,1,New Brunswick,1.0,0.0008175506140719083,0,0.0
1.0,135000.0,2,2,7,1,Ontario,1.0,0.000372584544424496,0,0.0
1.0,240000.0,1,1,4,1,Quebec,1.0,3.184395004404007e-08,0,0.0
2.0,22000.0,5,2,6,2,Nova Scotia,2.0,0.5358168180328806,1,1.0
2.0,72500.0,2,2,7,1,Quebec,1.0,0.00699776421240833,0,0.0
2.0,16500.0,5,2,2,9,Nova Scotia,1.0,0.6484244651176075,1,0.0
2.0,115000.0,2,2,7,1,Manitoba,1.0,0.0013576444201162058,0,0.0
1.0,27000.0,5,2,1,2,Quebec,1.0,0.09886368135553635,0,0.0
2.0,30000.0,5,2,2,2,Ontario,2.0,0.49607402540765894,1,1.0
2.0,420000.0,4,2,5,1,Quebec,1.0,1.651745718211572e-13,0,0.0
2.0,33000.0,6,2,2,1,Alberta,2.0,0.4925601800244743,1,0.0
2.0,97500.0,5,2,4,1,British Columbia,2.0,0.009700918334780142,0,0.0
2.0,90000.0,2,2,7,1,British Columbia,1.0,0.01617119028201468,0,0.0
1.0,33000.0,2,2,2,2,Newfoundland and Labrador,1.0,0.18173776157500102,0,0.0
1.0,210000.0,1,1,7,1,Quebec,1.0,2.6870728243480516e-07,0,0.0
1.0,100000.0,5,2,3,1,Ontario,1.0,0.004389405352541833,0,0.0
1.0,150000.0,1,2,2,1,New Brunswick,1.0,4.694062148678198e-05,0,0.0
2.0,30000.0,5,2,2,2,Prince Edward Island,2.0,0.17129157155177888,0,0.0
2.0,105000.0,1,2,4,1,British Columbia,1.0,0.005518515897913897,0,0.0
2.0,150000.0,3,2,4,1,Ontario,1.0,0.0002048507116191622,0,0.0
2.0,26000.0,5,2,1,2,Newfoundland and Labrador,1.0,0.37279257862680926,1,0.0
2.0,,6,2,2,1,New Brunswick,3.0,0.036120293599892134,0,0.0
2.0,77500.0,99,9,2,9,Prince Edward Island,1.0,0.021549043023607516,0,0.0
1.0,97500.0,4,2,3,1,Newfoundland and Labrador,1.0,0.002380597891412814,0,0.0
1.0,150000.0,2,2,7,1,Quebec,1.0,1.8771210858972132e-05,0,0.0
2.0,70000.0,2,2,6,2,British Columbia,1.0,0.0635532274214154,0,0.0
2.0,,4,2,7,1,Saskatchewan,1.0,0.0657863069998352,0,0.0
2.0,,1,9,4,1,Newfoundland and Labrador,1.0,0.044595322374741196,0,0.0
1.0,82500.0,5,2,1,1,Newfoundland and Labrador,1.0,0.006800775992913397,0,0.0
2.0,41000.0,5,2,2,2,Nova Scotia,2.0,0.22783324872826555,0,0.0
2.0,19000.0,5,2,1,2,Saskatchewan,3.0,0.5983666794564126,1,1.0
1.0,90000.0,2,2,1,1,Quebec,1.0,0.0012369664420394263,0,0.0
2.0,26000.0,5,2,3,2,New Brunswick,1.0,0.3316282153311844,1,0.0
1.0,60000.0,5,2,2,1,British Columbia,1.0,0.07842500198471045,0,0.0
2.0,21000.0,5,2,1,2,Saskatchewan,2.0,0.5640830697358342,1,1.0
1.0,46000.0,5,2,4,2,Quebec,1.0,0.02848327428877423,0,0.0
2.0,90000.0,2,2,4,1,Alberta,1.0,0.01674099751283378,0,0.0
1.0,165000.0,2,2,6,1,Newfoundland and Labrador,1.0,2.0506066715016808e-05,0,0.0
1.0,85000.0,1,1,7,1,Manitoba,1.0,0.006870889748206191,0,0.0
2.0,21000.0,5,2,2,2,Nova Scotia,1.0,0.5470001441480685,1,0.0
2.0,8500.0,5,2,1,2,New Brunswick,1.0,0.6270224777180607,1,0.0
2.0,29000.0,5,2,2,2,Saskatchewan,2.0,0.42566640937247663,1,1.0
2.0,50000.0,5,2,2,2,Saskatchewan,1.0,0.14440745510018282,0,0.0
2.0,35000.0,5,2,2,2,Newfoundland and Labrador,2.0,0.24085154972036263,0,1.0
2.0,26000.0,5,2,4,2,Alberta,2.0,0.6180751660582819,1,1.0
1.0,145000.0,2,2,6,2,Ontario,1.0,0.00018585016896687417,0,0.0
2.0,38000.0,2,2,3,2,Ontario,3.0,0.35367333500866804,1,0.0
1.0,280000.0,1,1,6,1,Saskatchewan,1.0,9.324027058063106e-09,0,0.0
2.0,40000.0,3,2,1,2,New Brunswick,1.0,0.1518858730073845,0,0.0
1.0,160000.0,2,2,4,1,Saskatchewan,1.0,4.4079536689929744e-05,0,0.0
1.0,55000.0,2,2,3,2,Prince Edward Island,2.0,0.02126718211545209,0,0.0
1.0,185000.0,1,1,6,1,Saskatchewan,1.0,7.52525594387698e-06,0,0.0
2.0,80000.0,99,9,7,1,Prince Edward Island,1.0,0.01659797225653264,0,0.0
2.0,30000.0,5,2,2,2,Nova Scotia,3.0,0.39041754074494883,1,1.0
1.0,110000.0,2,2,2,1,Quebec,1.0,0.00030446615394558207,0,0.0
1.0,115000.0,5,2,4,2,Ontario,1.0,0.0015632062530623774,0,0.0
2.0,72500.0,5,2,3,1,Nova Scotia,1.0,0.0308031753363326,0,0.0
1.0,75000.0,3,1,3,1,Saskatchewan,1.0,0.017190497317270174,0,0.0
1.0,130000.0,3,1,7,1,Manitoba,1.0,0.00029619626810127597,0,0.0
2.0,47000.0,2,2,1,2,Manitoba,1.0,0.1379453580690213,0,0.0
2.0,82500.0,5,2,4,1,New Brunswick,1.0,0.009098340938361245,0,0.0
2.0,26000.0,5,2,2,2,Saskatchewan,1.0,0.47796855875071553,1,0.0
1.0,135000.0,1,1,7,1,Ontario,2.0,0.0003655586924155181,0,0.0
2.0,70000.0,3,1,6,1,Alberta,1.0,0.06597315862452788,0,0.0
1.0,40000.0,2,2,2,2,Newfoundland and Labrador,1.0,0.11943216444206987,0,0.0
2.0,17500.0,5,2,2,2,Quebec,1.0,0.2560454430562143,0,0.0
1.0,29000.0,5,2,2,2,Ontario,1.0,0.3982313229791728,1,0.0
2.0,67500.0,2,2,2,2,Nova Scotia,2.0,0.04238607080446749,0,0.0
1.0,420000.0,1,2,7,1,Quebec,1.0,1.0171690752489124e-13,0,0.0
